00001    3.33  0.15 K232P  17.21569   73.47045   80.26013   10.58634  0.0788175  0.21411523   2.7671817  0 MPO719049  7258 123 1801-2022 0.65 M-v 30l MPCLINUX   0000      (1) Ceres              20220916
00002    4.12  0.15 K232P 357.84943  310.86479  172.91814   34.92704  0.2300844  0.21383119   2.7696317  0 E2023-A11  8824 120 1804-2022 0.59 M-c 28k MPCLINUX   0000      (2) Pallas             20221006
00003    5.15  0.15 K232P 351.82413  247.73655  169.84298   12.99067  0.2564677  0.22589353   2.6701368  0 E2023-B79  7445 113 1804-2022 0.63 M-v 3Ek MPCLINUX   0000      (3) Juno               20221226
00004    3.22  0.15 K232P 115.13301  151.59911  103.75733    7.13926  0.0887575  0.27133009   2.3630382  0 E2023-A39  7537 108 1821-2022 0.63 M-p 18k MPCLINUX   0000      (4) Vesta              20221226
